packageName,policyEntity,policyAction,policyData,policySentences,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences
com.taggedapp,third party,collect,person name,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",C2,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information."
com.taggedapp,social network,collect,pii,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: social networks",C3,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information."
com.taggedapp,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information.",C1,third party,collect,pii,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: operating systems and platforms||For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: as otherwise described in our Privacy Policy; and||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advisors and agents||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: regulators, government entities and law enforcement||We may also disclose your personal information, such as device and browsing, and activities and usage information, to third-party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.||For example, we may share your personal information in the following manner: with vendors and service providers who perform functions on our behalf (e.g., Customer Care provider).||For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with legal, governmental, or judicial authorities as instructed or requested by those authorities or required by applicable laws, or in relation to a legal activity, such as in response to a subpoena or investigation of suspected illicit or illegal activities, or where we believe in good faith that users may be engaged in illicit or illegal activities, or where we are bound by contract or law to enable a network partner to comply with applicable laws.||We may also disclose personal information to third parties to the extent required by applicable law and legal obligations.||In some circumstances, TMG may partner with other businesses to offer its Services, including to facilitate certain programs or special offerings, and we may disclose personal information to those business partners.||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advertising networks||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: affiliates and subsidiaries||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: internet service providers||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: others with your permission or as required by law||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: social networks||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: data analytics providers||We may also disclose your personal information, such as device and browsing, and activities and usage information, to third party marketing and data analytics providers, and other companies who provide marketing, advertising, campaign management, or analytics services on our behalf.||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: other TMG users||Your personal information is collected and retained, and may be disclosed to our business partners, vendors and service providers, and other third parties, as described in this Policy, including in order to administer the Program, for research and analytics purposes, to improve our products and services, to better reach you with more relevant, targeted offers, and to send you TMG news, updates and offers by email, postal mail, and text message (in accordance with your communications preferences).||All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.||For example, we may share your personal information in the following manner: with other third parties for legal and compliance purposes, where permitted by law, including: with necessary third parties in connection with, or during negotiations for, an acquisition, merger, asset sale, or other similar business transfer that involves all or substantially all of our assets or functions where personal information is transferred or shared as part of the business assets; and"
com.taggedapp,advertising network,collect,pii,"Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: advertising networks",C3,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information."
com.taggedapp,third party,collect,email address,"All personal information collected by the Company in connection with your use of the Services, including, without limitation, your name, location, email address, pictures, friend connections, messages, comments, login information, IP addresses and other data, may be stored by the Company indefinitely and will be stored in a safe and secure manner.",C2,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information."
com.taggedapp,subsidiary,collect,pii,"For example, we may share your personal information in the following manner: with our brands, corporate affiliates and subsidiaries, such as eHarmony, Inc. and ParshipMeet Group; and||Depending on how you use the Services, we may collect and disclose the following categories of personal information: third Party Disclosures for Business or Commercial Purposes: affiliates and subsidiaries",C3,third party,not_collect,pii,"While we do not disclose personal information to third parties in exchange for monetary compensation, we may ""sell"" or ""share"" the following categories of personal information: identifiers; commercial information; location data; and Internet and network activity information."
com.fun4u.wifi.passwords,we,not_collect,pii,"We do not collect personal information.||We do not collect or use your personal information while you visit, download or upgrade our application.",C1,we,collect,pii,"Nonetheless we wouldn't disclose your personal information.||To optimize our services and optimize your experience, we may collect your personal information."
com.fun4u.wifi.passwords,we,collect,pii,"Nonetheless we wouldn't disclose your personal information.||To optimize our services and optimize your experience, we may collect your personal information.",C1,we,not_collect,pii,"We do not collect personal information.||We do not collect or use your personal information while you visit, download or upgrade our application."
com.strava,third party,collect,pii,Do we share your personal information with third parties that are not service providers?,C1,third party,not_collect,pii,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.
com.strava,third party,collect,pii,Do we share your personal information with third parties that are not service providers?,N1,third party,not_collect,contact information,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.
com.strava,third party,collect,profile information,You can choose to share your profile data and activity data (including private activities) with these third parties.,C6,third party,not_collect,pii,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.
com.strava,third party,collect,profile information,You can choose to share your profile data and activity data (including private activities) with these third parties.,N1,third party,not_collect,contact information,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.
com.strava,third party,not_collect,pii,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.,C1,third party,collect,pii,Do we share your personal information with third parties that are not service providers?
com.strava,third party,collect,usage information,"We may also engage service providers to collect information about your use of the Services over time on our behalf, to promote Strava or display information that may be relevant to your interests on the Services or other websites or services.",C6,third party,not_collect,pii,We do not share personal information such as your contact information with third parties for their own direct marketing purposes.
com.asiandate,third party,not_collect,pii,"We will never sell your personal data to a third party, and we will never give a third party access to your personal data, except as may be provided in our Terms of Use Agreement or Privacy Policy or unless required to do so by law.",C1,third party,collect,pii,We may share personal data internally within our family of companies or with third parties for purposes described in this Privacy Policy.
com.asiandate,we,collect,contact information,You can contact us using the contact information provided below with questions or concerns.,C2,we,not_collect,pii,"Although we collect personal data on website traffic we do not record personal data on particular visitors to our website, which means that no personal data about you as an individual is retained or used."
com.asiandate,we,collect,pii,"We will only use the personal data you send to us during your visits for the purposes of internal tracking.||you use or register on the AsianDate.com website, we only collect personal data that you provide of your own accord.||We may share your personal data you provide to us with specially selected service providers service providers who assist us in delivering the products and services we offer for the sole purpose of providing the services or when we consider their services or products to be of interest to you.||We use your personal data to fulfill the provisions of AsianDate.com||We will never sell your personal data to a third party, and we will never give a third party access to your personal data, except as may be provided in our Terms of Use Agreement or Privacy Policy or unless required to do so by law.||Unless specifically mentioned, we do not use your personal data for any other reason.||Personal data you provide us when you use our services or register for an account with us you may also provide us other personal data through your participation in user-to-user communications, chats, or when you otherwise communicate with us regarding our services;||The Personal data may be used for legal purposes by us or the Data controller and any of its affiliates, subsidiaries, directors and etc.||We may share personal data internally within our family of companies or with third parties for purposes described in this Privacy Policy.",C1,we,not_collect,pii,"Although we collect personal data on website traffic we do not record personal data on particular visitors to our website, which means that no personal data about you as an individual is retained or used."
com.asiandate,we,not_collect,pii,"Although we collect personal data on website traffic we do not record personal data on particular visitors to our website, which means that no personal data about you as an individual is retained or used.",C1,we,collect,pii,"We will only use the personal data you send to us during your visits for the purposes of internal tracking.||you use or register on the AsianDate.com website, we only collect personal data that you provide of your own accord.||We may share your personal data you provide to us with specially selected service providers service providers who assist us in delivering the products and services we offer for the sole purpose of providing the services or when we consider their services or products to be of interest to you.||We use your personal data to fulfill the provisions of AsianDate.com||We will never sell your personal data to a third party, and we will never give a third party access to your personal data, except as may be provided in our Terms of Use Agreement or Privacy Policy or unless required to do so by law.||Unless specifically mentioned, we do not use your personal data for any other reason.||Personal data you provide us when you use our services or register for an account with us you may also provide us other personal data through your participation in user-to-user communications, chats, or when you otherwise communicate with us regarding our services;||The Personal data may be used for legal purposes by us or the Data controller and any of its affiliates, subsidiaries, directors and etc.||We may share personal data internally within our family of companies or with third parties for purposes described in this Privacy Policy."
com.asiandate,third party,collect,pii,We may share personal data internally within our family of companies or with third parties for purposes described in this Privacy Policy.,C1,third party,not_collect,pii,"We will never sell your personal data to a third party, and we will never give a third party access to your personal data, except as may be provided in our Terms of Use Agreement or Privacy Policy or unless required to do so by law."
com.RainbowElk.TappyDrop,we,collect,geographical location,Does the Application collect precise real time location information of the device?,C1,we,not_collect,geographical location,This Application does not collect precise information about the location of your mobile device.
com.RainbowElk.TappyDrop,we,not_collect,geographical location,This Application does not collect precise information about the location of your mobile device.,C1,we,collect,geographical location,Does the Application collect precise real time location information of the device?
com.RainbowElk.TappyDrop,we,collect,usage information,"In addition, the Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",N1,we,not_collect,geographical location,This Application does not collect precise information about the location of your mobile device.
smartmobile.tool.photovideoslideshowmaker,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use.",C1,we,collect,pii,"We may use personal information submitted by you only for the following purposes: excepting the personal information that you submit to us when you create a user account, send an error report or participate in online surveys and other activities."
smartmobile.tool.photovideoslideshowmaker,we,collect,demographic information,"We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above.",C6,we,not_collect,pii,"THAT WE COLLECT personal Information: we DO NOT collect or store any personal information while you visit, download or upgrade our products.""Personal information"" is information that identifies a person, such as your name, physical address, email identifier, telephone, fax, SSN information stored in your device.||We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
smartmobile.tool.photovideoslideshowmaker,we,collect,email address,We may use the email address to send User information and updates pertaining to their order.,C2,we,not_collect,pii,"THAT WE COLLECT personal Information: we DO NOT collect or store any personal information while you visit, download or upgrade our products.""Personal information"" is information that identifies a person, such as your name, physical address, email identifier, telephone, fax, SSN information stored in your device.||We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
smartmobile.tool.photovideoslideshowmaker,we,collect,pii,"We may use personal information submitted by you only for the following purposes: excepting the personal information that you submit to us when you create a user account, send an error report or participate in online surveys and other activities.",C1,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
smartmobile.tool.photovideoslideshowmaker,we,collect,device information,"THAT WE COLLECT non- personal information: we collect your non-personal information when you visit our website, including your device information, operating system, logs, information you provide.",C6,we,not_collect,pii,"THAT WE COLLECT personal Information: we DO NOT collect or store any personal information while you visit, download or upgrade our products.""Personal information"" is information that identifies a person, such as your name, physical address, email identifier, telephone, fax, SSN information stored in your device.||We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
d4k.adnk.my,we,not_collect,identifier,We DO NOT collect your unique identificator.,C1,we,collect,identifier,"Anonymous identifiers, we use anonymous identifiers when you interact with services, such as advertising services and others."
d4k.adnk.my,we,collect,identifier,"Anonymous identifiers, we use anonymous identifiers when you interact with services, such as advertising services and others.",C1,we,not_collect,identifier,We DO NOT collect your unique identificator.
br.com.plugandboom.chilicrab,we,collect,pii,"No personal information is collected, stored or transmitted by the Application.",C1,we,not_collect,pii,We do not collect personally identifiable information about you.
br.com.plugandboom.chilicrab,we,collect,pii,"No personal information is collected, stored or transmitted by the Application.",N1,we,not_collect,person name,"In other words, we do not collect information such as your name, address, phone number or email address."
br.com.plugandboom.chilicrab,we,collect,pii,"No personal information is collected, stored or transmitted by the Application.",N1,we,not_collect,email address,"In other words, we do not collect information such as your name, address, phone number or email address."
br.com.plugandboom.chilicrab,we,collect,pii,"No personal information is collected, stored or transmitted by the Application.",N1,we,not_collect,phone number,"In other words, we do not collect information such as your name, address, phone number or email address."
br.com.plugandboom.chilicrab,we,not_collect,pii,We do not collect personally identifiable information about you.,C1,we,collect,pii,"No personal information is collected, stored or transmitted by the Application."
br.com.plugandboom.chilicrab,we,collect,usage information,"The Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, its unique device ID, its IP address, its operating system and information about the way you use the Application so we can deliver a better experience.",C6,we,not_collect,pii,We do not collect personally identifiable information about you.
br.com.plugandboom.chilicrab,we,collect,device identifier,"The Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, its unique device ID, its IP address, its operating system and information about the way you use the Application so we can deliver a better experience.",C2,we,not_collect,pii,We do not collect personally identifiable information about you.
br.com.plugandboom.chilicrab,we,collect,device identifier,"The Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, its unique device ID, its IP address, its operating system and information about the way you use the Application so we can deliver a better experience.",N1,we,not_collect,phone number,"In other words, we do not collect information such as your name, address, phone number or email address."
br.com.plugandboom.chilicrab,we,collect,geographical location,Does the Application collect precise real time location information of the mobile device?,C2,we,not_collect,pii,We do not collect personally identifiable information about you.
com.ogien.kidstrains,we,not_collect,pii,We do not collect personally identifiable information about you.,C1,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies."
com.ogien.kidstrains,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",C1,we,not_collect,pii,We do not collect personally identifiable information about you.
com.ogien.kidstrains,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",N1,we,not_collect,person name,"In other words, we do not collect information such as your name, address, phone number or email address."
com.ogien.kidstrains,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",N1,we,not_collect,geographical location,We do not use or collect your precise geographic location.
com.ogien.kidstrains,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",N1,we,not_collect,email address,"In other words, we do not collect information such as your name, address, phone number or email address."
com.ogien.kidstrains,we,collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",N1,we,not_collect,phone number,"In other words, we do not collect information such as your name, address, phone number or email address."
com.ogien.kidstrains,we,not_collect,person name,"In other words, we do not collect information such as your name, address, phone number or email address.",C1,we,collect,person name,"We do not share personally identifiable information (such as name, address, email or phone) with other companies."
com.ogien.kidstrains,analytic provider,collect,device identifier,Analytics companies may access anonymous data (such as your IP address or device ID) to help us understand how our services are used.,C4,third party,not_collect,pii,"We do not share personally identifiable information (such as name, address, email or phone) with other companies."
com.ogien.kidstrains,we,collect,email address,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",C2,we,not_collect,pii,We do not collect personally identifiable information about you.
com.ogien.kidstrains,we,collect,email address,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",C1,we,not_collect,email address,"In other words, we do not collect information such as your name, address, phone number or email address."
com.ogien.kidstrains,we,not_collect,email address,"In other words, we do not collect information such as your name, address, phone number or email address.",C1,we,collect,email address,"We do not share personally identifiable information (such as name, address, email or phone) with other companies."
com.ogien.kidstrains,we,collect,person name,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",C2,we,not_collect,pii,We do not collect personally identifiable information about you.
com.ogien.kidstrains,we,collect,person name,"We do not share personally identifiable information (such as name, address, email or phone) with other companies.",C1,we,not_collect,person name,"In other words, we do not collect information such as your name, address, phone number or email address."
com.peoplemedia.delightful,we,collect,geographical location,"See below for more details precise geolocation data: If you give us permission, we can collect your precise geolocation (latitude and longitude) from your device.",C1,we,not_collect,geographical location,"If you decline permission for us to collect your precise geolocation, we will not collect it, and our services that rely on precise geolocation may not be available to you."
com.peoplemedia.delightful,we,not_collect,geographical location,"If you decline permission for us to collect your precise geolocation, we will not collect it, and our services that rely on precise geolocation may not be available to you.",C1,we,collect,geographical location,"See below for more details precise geolocation data: If you give us permission, we can collect your precise geolocation (latitude and longitude) from your device."
com.peoplemedia.delightful,we,collect,usage information,"We also collect information about your use of our services such as access logs, as well as information from third parties, like when you access our services through your social media account or when you upload information from your social media account to complete your profile.",N1,we,not_collect,geographical location,"If you decline permission for us to collect your precise geolocation, we will not collect it, and our services that rely on precise geolocation may not be available to you."
com.peoplemedia.delightful,we,collect,pii,We may share personal information with service providers that assist us with recruitment and technical data processing operations as well as with Match Group companies (for instance if you have a business relationship with employees of an affiliate).,N1,we,not_collect,geographical location,"If you decline permission for us to collect your precise geolocation, we will not collect it, and our services that rely on precise geolocation may not be available to you."
com.sagosago.BabiesDressUp.googleplay.free,we,collect,pii,"What We use Your personal data for and why.||This means that We transfer personal data to countries outside of the EEA which have adequate laws to protect personal data, as determined by the European Commission.||For example, We transfer the personal data described in Section 4 to service providers and partners based in Canada and UK.||This privacy policy describes how We collect and use Your personal data when You are using Our services, playing Our apps or interacting with Us.||Please note that We do not share Your personal data with any third parties or affiliates for their direct marketing purposes.||List of companies that We share personal data with spin Master Ltd.||In the table below We indicate what We use Your personal data for.",C1,we,not_collect,pii,"(""You"" or ""Your"") and the secure processing of Your personal data and We strive to limit the processing of personal data as far as possible and do not collect personal data beyond what is necessary."
com.sagosago.BabiesDressUp.googleplay.free,we,collect,usage information,"For example, We may use Your usage data to improve the Piknik service for all users.",C6,we,not_collect,pii,"(""You"" or ""Your"") and the secure processing of Your personal data and We strive to limit the processing of personal data as far as possible and do not collect personal data beyond what is necessary."
com.sagosago.BabiesDressUp.googleplay.free,we,not_collect,pii,"(""You"" or ""Your"") and the secure processing of Your personal data and We strive to limit the processing of personal data as far as possible and do not collect personal data beyond what is necessary.",C1,we,collect,pii,"What We use Your personal data for and why.||This means that We transfer personal data to countries outside of the EEA which have adequate laws to protect personal data, as determined by the European Commission.||For example, We transfer the personal data described in Section 4 to service providers and partners based in Canada and UK.||This privacy policy describes how We collect and use Your personal data when You are using Our services, playing Our apps or interacting with Us.||Please note that We do not share Your personal data with any third parties or affiliates for their direct marketing purposes.||List of companies that We share personal data with spin Master Ltd.||In the table below We indicate what We use Your personal data for."
com.andromo.dev454490.app689056,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",C6,we,not_collect,identifier,"Our Apps do not collect the unique identification number assigned to your device by your operating system (sometimes called a UDID), or your contact list or address book, and do not collect any information on the contacts stored in your mobile device."
com.andromo.dev454490.app689056,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",N1,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations."
com.andromo.dev454490.app689056,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",C6,we,not_collect,pii,"Currently, Web sites and Apps do not collect Personal Information."
com.andromo.dev454490.app689056,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations.",C1,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device."
com.andromo.dev454490.app689056,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device.",C1,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations."
com.andromo.dev454490.app689056,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device.",C2,we,not_collect,pii,"Currently, Web sites and Apps do not collect Personal Information."
com.minecraft.minebuilderskincreator,we,not_collect,geographical location,The Applications do not collect precise information about the location of your mobile device.,C1,we,collect,geographical location,Does the Application collect precise real time location information of the device?
com.minecraft.minebuilderskincreator,we,collect,geographical location,Does the Application collect precise real time location information of the device?,C1,we,not_collect,geographical location,The Applications do not collect precise information about the location of your mobile device.
com.minecraft.minebuilderskincreator,we,collect,usage information,"In addition, the Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",N1,we,not_collect,geographical location,The Applications do not collect precise information about the location of your mobile device.
com.news.on,third party,collect,contact information,Our Company may disclose or transfer your credit card information and contact information provided by you in connection with the classified post service to the related credit card company or bank.,C2,third party,not_collect,pii,"Our Company will not sell your personal data to any third party, but Our Company will disclose or transfer your personal data to Oriental Enterprise Holdings Limited and its subsidiaries or associated companies (collectively, the""Group Company"") for provision of the Services and direct marketing purpose."
com.scholastic.Horizon,third party,collect,pii,"If you are not situated in the United Kingdom or the European Union (EU), and to the extent permitted by law, we may allow our affiliates and promotional partners to use your Personal Information for their marketing and related purposes, including our co-sponsors, if we receive Personal Information through a contest, sweepstakes, offering or other activity that is jointly offered by us.",C1,third party,not_collect,pii,We do not disclose such personal information to third parties for their own direct marketing use.
com.scholastic.Horizon,third party,collect,device identifier,"We allow third parties on our Site to receive certain information such as cookies, IP address, device identifiers, browsing behavior and other activity to enable the delivery of targeted advertising about the Services to you.",C2,third party,not_collect,pii,We do not disclose such personal information to third parties for their own direct marketing use.
com.scholastic.Horizon,third party,not_collect,pii,We do not disclose such personal information to third parties for their own direct marketing use.,C1,third party,collect,pii,"If you are not situated in the United Kingdom or the European Union (EU), and to the extent permitted by law, we may allow our affiliates and promotional partners to use your Personal Information for their marketing and related purposes, including our co-sponsors, if we receive Personal Information through a contest, sweepstakes, offering or other activity that is jointly offered by us."
com.andromo.dev494239.app595677,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",C6,we,not_collect,identifier,"Our Apps do not collect the unique identification number assigned to your device by your operating system (sometimes called a UDID), or your contact list or address book, and do not collect any information on the contacts stored in your mobile device."
com.andromo.dev494239.app595677,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",N1,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations."
com.andromo.dev494239.app595677,we,collect,profile information,"Facebook will share with Us, based on the Facebook privacy policy, the information available on your Facebook account, including, without limitation, your profile information, friends' names, photos, privacy settings and certain other information that will be explained to you (and authorized by you) during the App's log-in process.",C6,we,not_collect,pii,"Currently, Web sites and Apps do not collect Personal Information."
com.andromo.dev494239.app595677,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations.",C1,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device."
com.andromo.dev494239.app595677,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device.",C1,we,not_collect,geographical location,"If you decline to share your location with the App, you may not receive the most accurate recommendations."
com.andromo.dev494239.app595677,we,collect,geographical location,"Our Apps will collect precise information about the location of your mobile device, but you can opt-out by changing the settings on your mobile device.",C2,we,not_collect,pii,"Currently, Web sites and Apps do not collect Personal Information."
com.medscape.android,third party,collect,non-pii,"Some advertisers use companies other than WebMD to serve these ads and to monitor users' responses to ads, and these companies (""Ad Servers"") may also collect non-personally identifiable information through the use of cookies or web beacons.||These third parties have agreed not to use any non-personally identifiable information that they may collect through their use of these cookies except to deliver advertisements on our behalf.",C1,third party,not_collect,non-pii,"If your browser is set to reject cookies, this non-personally identifiable information will not be sent to these third parties."
com.medscape.android,third party,not_collect,non-pii,"If your browser is set to reject cookies, this non-personally identifiable information will not be sent to these third parties.",C1,third party,collect,non-pii,"Some advertisers use companies other than WebMD to serve these ads and to monitor users' responses to ads, and these companies (""Ad Servers"") may also collect non-personally identifiable information through the use of cookies or web beacons.||These third parties have agreed not to use any non-personally identifiable information that they may collect through their use of these cookies except to deliver advertisements on our behalf."
com.scriptdash.altopharmacy,third party,not_collect,pii,We do not sell your personal information to third parties for monetary value.,C1,third party,collect,pii,Your Personal Information may be accessed and used by our service providers who are working with us in connection with the operation of our Services.
com.scriptdash.altopharmacy,third party,collect,pii,Your Personal Information may be accessed and used by our service providers who are working with us in connection with the operation of our Services.,C1,third party,not_collect,pii,We do not sell your personal information to third parties for monetary value.
zuuks.crime.police.driver,third party,collect,pii,Zuuks Games may also provide Personal Information to Business Partners with whom we may jointly offer products or Services.||Zuuks Games may share Personal Information with our Business Partners and affiliates for our and our affiliates internal business purposes or to provide you with the Services that you have requested.,C1,third party,not_collect,pii,Zuuks Games does not share Personal Information with Third Parties for their own marketing purposes.
zuuks.crime.police.driver,advertising network,collect,information about you,The advertisers may collect and use information about you such as performance and game contextual data like your games session activity;||The advertisers may collect and use information about you such as aggregated and de-identified information that is not intended to specifically identify a user;,N2,third party,not_collect,pii,Zuuks Games does not share Personal Information with Third Parties for their own marketing purposes.
zuuks.crime.police.driver,third party,not_collect,pii,Zuuks Games does not share Personal Information with Third Parties for their own marketing purposes.,C1,third party,collect,pii,Zuuks Games may also provide Personal Information to Business Partners with whom we may jointly offer products or Services.||Zuuks Games may share Personal Information with our Business Partners and affiliates for our and our affiliates internal business purposes or to provide you with the Services that you have requested.
com.cinnamon.burbioandroid,third party,collect,customer information,"In such cases, customer information (including your personally identifiable information and User Content) may be transferred to the company who is taking over the Site and the Services.",C6,third party,not_collect,pii,"Under Section 1798.83, Burbio currently does not share any personal information with third parties for their direct marketing purposes."
com.cinnamon.burbioandroid,third party,not_collect,pii,"Under Section 1798.83, Burbio currently does not share any personal information with third parties for their direct marketing purposes.",C1,third party,collect,pii,Any personal information you enter is provided directly to that third party and is subject to that third party's privacy policy.
